# Frequency(cm^-1), Lineshape, Field_description, Quantum_correction, Spectra, Spectra_qm
3.235895312953369398e+02 1.972108661438075838e+00 2.123104404021551758e+12 4.432604475070414844e+13 4.186992584308226074e+12 1.855928206629128419e+26
3.252575185700551970e+02 1.190664633185795962e+00 2.143739686554944580e+12 4.435310683875717969e+13 2.552475027537776367e+12 1.132101975996426643e+26
3.269255058447733973e+02 1.407830289378844579e+00 2.164461974320293701e+12 4.438017947242970312e+13 3.047195127656844238e+12 1.352350666529240876e+26
3.285934931194916544e+02 9.454562305192237837e-01 2.185271093460643311e+12 4.440726265105415625e+13 2.066078170685922119e+12 9.174887598325925041e+25
3.302614803942098547e+02 1.402740437116106520e+00 2.206166870420597168e+12 4.443435637395963281e+13 3.094679480164861328e+12 1.375100908848255850e+26
3.319294676689281118e+02 8.298690032888211832e-01 2.227149131945839844e+12 4.446146064047185938e+13 1.848242030303457520e+12 8.217554028440296825e+25
3.335974549436463690e+02 1.415539432524477004e+00 2.248217705082649902e+12 4.448857544991313281e+13 3.182440814444176270e+12 1.415822582882827383e+26
3.352654422183645693e+02 7.045440112212527639e-01 2.269372417177410645e+12 4.451570080160247656e+13 1.598872745753043213e+12 7.117494076977909601e+25
3.369334294930828264e+02 9.657030739597071145e-01 2.290613095876136230e+12 4.454283669485546875e+13 2.212052107939946289e+12 9.853107580447983399e+25
3.386014167678010267e+02 6.611152816417837919e-01 2.311939569123974609e+12 4.456998312898442969e+13 1.528458579380180664e+12 6.812337309632616233e+25
3.402694040425192838e+02 1.022639440462183913e+00 2.333351665164741211e+12 4.459714010329822656e+13 2.386177441265576172e+12 1.064166896594505674e+26
3.419373913172375410e+02 4.932798917013641038e-01 2.354849212540424805e+12 4.462430761710240625e+13 1.161599764534983398e+12 5.183558522056282397e+25
3.436053785919557413e+02 8.800449483280435858e-01 2.376432040090712402e+12 4.465148566969915625e+13 2.091367011926738281e+12 9.338264416312829199e+25
3.452733658666739984e+02 5.119278285269672768e-01 2.398099976952510254e+12 4.467867426038731250e+13 1.227654113791868896e+12 5.484995825453136832e+25
3.469413531413921987e+02 7.842922665751923539e-01 2.419852852559458496e+12 4.470587338846235938e+13 1.897871878512302490e+12 8.484601990829420356e+25
3.486093404161104559e+02 3.729261310515540329e-01 2.441690496641463379e+12 4.473308305321641406e+13 9.105701901378483887e+11 4.073261194121943023e+25
3.502773276908287130e+02 6.335388431635899931e-01 2.463612739224209961e+12 4.476030325393821094e+13 1.560794364811189209e+12 6.986162908598669512e+25
3.519453149655469133e+02 3.451858976246294231e-01 2.485619410628684570e+12 4.478753398991319531e+13 8.580007674110648193e+11 3.842773853379467266e+25
3.536133022402651704e+02 5.814945524474277594e-01 2.507710341470708008e+12 4.481477526042342188e+13 1.458219902681295654e+12 6.534979721893878180e+25
3.552812895149833707e+02 3.317615291982198289e-01 2.529885362660450684e+12 4.484202706474758594e+13 8.393186366124240723e+11 3.763674901892136632e+25
3.569492767897016279e+02 6.206236259075545991e-01 2.552144305401962891e+12 4.486928940216105469e+13 1.583921052657883545e+12 7.106941210188215596e+25
3.586172640644197713e+02 3.203251179398302062e-01 2.574487001192697754e+12 4.489656227193581250e+13 8.246728522916107178e+11 3.702497606688522369e+25
3.602852513391380285e+02 6.405282865974732953e-01 2.596913281823041504e+12 4.492384567334051562e+13 1.663396414848333984e+12 7.472616383423445248e+25
3.619532386138562856e+02 3.845068860764952468e-01 2.619422979375833984e+12 4.495113960564050781e+13 1.007186173117017578e+12 4.527416627665386681e+25
3.636212258885744859e+02 5.850445134118732460e-01 2.642015926225905762e+12 4.497844406809770312e+13 1.545696921985254639e+12 6.952304255174455695e+25
3.652892131632927430e+02 4.382786353693127746e-01 2.664691955039601074e+12 4.500575905997071875e+13 1.167877553734342529e+12 5.256121579491582357e+25
3.669572004380109433e+02 7.287478565623531912e-01 2.687450898774306152e+12 4.503308458051485156e+13 1.958474082098345215e+12 8.819612898788097178e+25
3.686251877127292005e+02 4.115351640789499665e-01 2.710292590677986328e+12 4.506042062898200781e+13 1.115380706006627441e+12 5.025952377410955241e+25
3.702931749874474576e+02 6.579184882190070027e-01 2.733216864288708496e+12 4.508776720462077344e+13 1.798233907327521973e+12 8.107835179303890940e+25
3.719611622621656579e+02 3.312423027060852343e-01 2.756223553434181152e+12 4.511512430667635156e+13 9.129778366122868652e+11 4.118910858800377428e+25
3.736291495368839151e+02 7.930371047798963069e-01 2.779312492231281738e+12 4.514249193439064062e+13 2.204097932117693848e+12 9.949847312323008231e+25
3.752971368116021154e+02 3.603459917857756434e-01 2.802483515085587402e+12 4.516987008700219531e+13 1.009863701706802734e+12 4.561541221167541656e+25
3.769651240863203725e+02 6.799449390813563365e-01 2.825736456690916016e+12 4.519725876374625000e+13 1.921345202904672607e+12 8.683953631016503536e+25
3.786331113610386296e+02 4.039257990666225706e-01 2.849071152028857422e+12 4.522465796385461719e+13 1.150813341680919189e+12 5.204513975776012344e+25
3.803010986357568299e+02 6.717563928191100375e-01 2.872487436368304199e+12 4.525206768655586719e+13 1.929611798672984863e+12 8.731892372232672032e+25
3.819690859104750871e+02 4.523342199443030620e-01 2.895985145264997559e+12 4.527948793107517188e+13 1.309953181653731934e+12 5.931400927896367474e+25
3.836370731851932874e+02 6.066065936133870906e-01 2.919564114561053223e+12 4.530691869663438281e+13 1.771026842369765137e+12 8.023976915680407204e+25
3.853050604599115445e+02 3.110400295929592884e-01 2.943224180384508789e+12 4.533435998245202344e+13 9.154605361655109863e+11 4.150181749625581713e+25
3.869730477346298017e+02 6.111346560623972524e-01 2.966965179148852539e+12 4.536181178774328125e+13 1.813215244308242920e+12 8.225072864297747348e+25
3.886410350093480019e+02 4.429647307138014911e-01 2.990786947552570801e+12 4.538927411171996875e+13 1.324813134844976807e+12 6.013230652428568454e+25
3.903090222840662591e+02 6.006379315287477816e-01 3.014689322578681641e+12 4.541674695359064844e+13 1.810736758915461182e+12 8.223777317922837918e+25
3.919770095587844594e+02 4.146725170056504983e-01 3.038672141494278809e+12 4.544423031256043750e+13 1.260053825268382812e+12 5.726217624171917126e+25
3.936449968335027165e+02 5.895849094013196900e-01 3.062735241850070312e+12 4.547172418783122656e+13 1.805742480086402588e+12 8.211022400873922037e+25
3.953129841082209737e+02 3.885729910237932239e-01 3.086878461479921387e+12 4.549922857860151562e+13 1.199477596704178223e+12 5.457530534735501008e+25
3.969809713829391171e+02 6.231556417932415659e-01 3.111101638500393555e+12 4.552674348406651562e+13 1.938700538223718262e+12 8.826272209613291605e+25
3.986489586576573743e+02 3.771700046707491261e-01 3.135404611310298340e+12 4.555426890341803906e+13 1.182580571892593506e+12 5.387159337195309482e+25
4.003169459323755746e+02 6.420331911314722806e-01 3.159787218590225098e+12 4.558180483584464062e+13 2.028688271247921143e+12 9.247127285278978994e+25
4.019849332070938317e+02 3.986084085561061308e-01 3.184249299302100098e+12 4.560935128053151562e+13 1.269268545640706299e+12 5.789051496745632602e+25
4.036529204818120888e+02 6.547424268292156846e-01 3.208790692688722656e+12 4.563690823666054688e+13 2.100931405318014404e+12 9.588001375601651792e+25
4.053209077565302891e+02 3.769574277671056683e-01 3.233411238273315430e+12 4.566447570341026562e+13 1.218858383292760986e+12 5.565852902977020202e+25
4.069888950312485463e+02 6.339399058781038931e-01 3.258110775859069824e+12 4.569205367995590625e+13 2.065446438588534668e+12 9.437448954506107490e+25
4.086568823059667466e+02 3.397977436779055505e-01 3.282889145528691406e+12 4.571964216546935938e+13 1.115518324395336670e+12 5.100109862037876420e+25
4.103248695806850037e+02 6.024027962612672482e-01 3.307746187643954102e+12 4.574724115911921875e+13 1.992595552759264404e+12 9.115574928466653783e+25
4.119928568554032609e+02 3.917223924857046735e-01 3.332681742845239746e+12 4.577485066007074219e+13 1.305486065700765381e+12 5.975842969625583927e+25
4.136608441301214611e+02 5.936509011993463814e-01 3.357695652051096191e+12 4.580247066748583594e+13 1.993299049793260254e+12 9.129802125968319694e+25
4.153288314048397183e+02 3.225279484836023336e-01 3.382787756457782227e+12 4.583010118052314062e+13 1.091043595245776245e+12 5.000263836247566180e+25
4.169968186795579186e+02 5.363574735659824011e-01 3.407957897538819336e+12 4.585774219833795312e+13 1.827883687943158203e+12 8.382261893024456951e+25
4.186648059542761757e+02 3.999659076277473635e-01 3.433205917044547363e+12 4.588539372008223438e+13 1.373165320683675049e+12 6.300823138233341188e+25
4.203327932289944329e+02 5.623448594556117452e-01 3.458531657001669434e+12 4.591305574490464062e+13 1.944887498579387695e+12 8.929572813984356594e+25
4.220007805037126332e+02 3.463065970664650495e-01 3.483934959712806641e+12 4.594072827195057031e+13 1.206509660299034180e+12 5.542793246128132013e+25
4.236687677784308903e+02 5.672314477073339134e-01 3.509415667756062500e+12 4.596841130036198438e+13 1.990650929828071289e+12 9.150706069778480223e+25
4.253367550531490906e+02 3.148478357838242481e-01 3.534973623984557617e+12 4.599610482927765625e+13 1.112978795064440186e+12 5.119268933054712744e+25
4.270047423278673477e+02 5.817074340038171920e-01 3.560608671526004883e+12 4.602380885783296094e+13 2.071232533805132812e+12 9.532601023597247490e+25
4.286727296025856049e+02 3.242960055797776131e-01 3.586320653782250000e+12 4.605152338515998438e+13 1.163029462749840332e+12 5.355927850145432293e+25
4.303407168773038052e+02 5.105854286535941311e-01 3.612109414428833008e+12 4.607924841038753125e+13 1.844290433709828613e+12 8.498351703581655810e+25
4.320087041520220623e+02 2.963043131243920936e-01 3.637974797414553711e+12 4.610698393264103125e+13 1.077947623511768799e+12 4.970091375748571018e+25
4.336766914267402058e+02 4.978047055598764925e-01 3.663916646961007812e+12 4.613472995104271094e+13 1.823914947636354492e+12 8.414582356287342115e+25
4.353446787014584629e+02 2.629950978769749481e-01 3.689934807562174316e+12 4.616248646471137500e+13 9.704347658744707031e+11 4.479768174456560884e+25
4.370126659761767201e+02 5.159945461455244242e-01 3.716029123983950195e+12 4.619025347276256250e+13 1.917450761293649170e+12 8.856753668569519715e+25
4.386806532508949203e+02 2.682925341327072055e-01 3.742199441263719238e+12 4.621803097430853906e+13 1.004004171326644287e+12 4.640309588870982464e+25
4.403486405256131775e+02 4.718334964193007797e-01 3.768445604709916016e+12 4.624581896845825781e+13 1.778078865736225830e+12 8.222871333647908933e+25
4.420166278003313778e+02 2.872445216707495419e-01 3.794767459901582031e+12 4.627361745431732031e+13 1.090026163871155151e+12 5.043945372217083605e+25
4.436846150750496349e+02 5.495711390938162744e-01 3.821164852687931641e+12 4.630142643098805469e+13 2.100001920756961182e+12 9.723308443886204085e+25
4.453526023497678921e+02 3.202404456809967992e-01 3.847637629187907715e+12 4.632924589756950781e+13 1.232169189190109375e+12 5.708546935339741916e+25
4.470205896244860924e+02 5.097689985854652051e-01 3.874185635789751465e+12 4.635707585315738281e+13 1.974939731890735352e+12 9.155243095667312977e+25
4.486885768992043495e+02 2.750497588541287453e-01 3.900808719150565430e+12 4.638491629684410938e+13 1.072916497538445801e+12 4.976714193182395400e+25
4.503565641739225498e+02 4.956424786642779079e-01 3.927506726195870605e+12 4.641276722771883594e+13 1.946639168742344727e+12 9.034891061519853013e+25
4.520245514486408069e+02 2.927615452196536405e-01 3.954279504119186523e+12 4.644062864486736719e+13 1.157660977856338867e+12 5.376250356928025897e+25
4.536925387233590641e+02 4.843489805675685878e-01 3.981126900381580078e+12 4.646850054737225781e+13 1.928254755709942383e+12 8.960310717118061459e+25
4.553605259980772644e+02 3.288131892733392458e-01 4.008048762711241699e+12 4.649638293431275000e+13 1.317899296430144775e+12 6.127755035567736197e+25
4.570285132727955215e+02 5.249640409921398909e-01 4.035044939103056152e+12 4.652427580476475781e+13 2.118253496816423340e+12 9.855020991029466348e+25
4.586965005475137218e+02 3.298652230657737605e-01 4.062115277818158691e+12 4.655217915780093750e+13 1.339950562236374512e+12 6.237761863582379769e+25
4.603644878222319790e+02 5.869036649019647722e-01 4.089259627383514160e+12 4.658009299249065625e+13 2.400001462047027344e+12 1.117922912842640734e+26
4.620324750969502361e+02 3.017435296368277675e-01 4.116477836591480957e+12 4.660801730789996094e+13 1.242120552084886230e+12 5.789277619007063394e+25
4.637004623716684364e+02 5.790528217418929868e-01 4.143769754499377930e+12 4.663595210309165625e+13 2.399461568991576172e+12 1.119011748047003090e+26
4.653684496463866935e+02 4.262418045684354673e-01 4.171135230429065918e+12 4.666389737712521094e+13 1.777912207717062012e+12 8.296431280644711174e+25
4.670364369211048938e+02 6.627826689420480699e-01 4.198574113966506348e+12 4.669185312905682031e+13 2.782742157005715820e+12 1.299313880909456557e+26
4.687044241958231510e+02 3.638625440936882893e-01 4.226086254961343750e+12 4.671981935793940625e+13 1.537714496289602051e+12 7.184174349073499678e+25
4.703724114705414081e+02 6.503521424637954684e-01 4.253671503526470215e+12 4.674779606282257031e+13 2.766384375655633789e+12 1.293223726245283109e+26
4.720403987452595516e+02 4.008681018185712985e-01 4.281329710037599609e+12 4.677578324275267188e+13 1.716248514122226807e+12 8.027886848727762201e+25
4.737083860199778087e+02 5.513817508603131579e-01 4.309060725132848633e+12 4.680378089677275781e+13 2.375937447187160645e+12 1.112028557025854626e+26
4.753763732946960090e+02 4.109196020937306848e-01 4.336864399712302734e+12 4.683178902392259375e+13 1.782102593464245605e+12 8.345905267610284527e+25
4.770443605694142661e+02 6.012676406692649689e-01 4.364740584937595215e+12 4.685980762323868750e+13 2.624377273638815430e+12 1.229778141735145330e+26
4.787123478441325233e+02 4.409535678984004003e-01 4.392689132231482910e+12 4.688783669375422656e+13 1.936971945526000732e+12 9.082042426220652962e+25
4.803803351188507236e+02 6.852360789028610899e-01 4.420709893277420898e+12 4.691587623449915625e+13 3.029229913236505371e+12 1.421189756952464977e+26
4.820483223935689807e+02 4.528265517803023443e-01 4.448802720019143555e+12 4.694392624450013281e+13 2.014535995257098633e+12 9.457022917823990780e+25
4.837163096682871810e+02 6.232809120117732693e-01 4.476967464660236328e+12 4.697198672278052344e+13 2.790408364420468262e+12 1.310710246446939450e+26
4.853842969430054382e+02 4.561599227299302783e-01 4.505203979663722656e+12 4.700005766836042969e+13 2.055093499245978027e+12 9.658951297843359472e+25
4.870522842177236953e+02 5.387652717222575216e-01 4.533512117751632812e+12 4.702813908025666406e+13 2.442498887976605469e+12 1.148661774071360495e+26
4.887202714924418956e+02 4.265976195315719366e-01 4.561891731904589844e+12 4.705623095748278125e+13 1.946092153391258057e+12 9.157576183452405186e+25
4.903882587671601527e+02 5.508770252545591717e-01 4.590342675361394531e+12 4.708433329904905469e+13 2.528714317902139648e+12 1.190628277621818233e+26
4.920562460418783530e+02 4.134648027246565216e-01 4.618864801618588867e+12 4.711244610396251562e+13 1.909738024013089600e+12 8.997242972900454843e+25
4.937242333165966102e+02 5.089217780054692275e-01 4.647457964430063477e+12 4.714056937122686719e+13 2.365192570463426758e+12 1.114965244442415638e+26
4.953922205913148673e+02 3.615379641655156462e-01 4.676122017806618164e+12 4.716870309984257812e+13 1.690595634507347900e+12 7.974320354596707054e+25
4.970602078660330676e+02 5.056248452570060170e-01 4.704856816015551758e+12 4.719684728880685156e+13 2.378892499554233398e+12 1.122762260179491827e+26
4.987281951407513247e+02 3.871487625217105988e-01 4.733662213580252930e+12 4.722500193711363281e+13 1.832631468183376221e+12 8.654602463497534982e+25
5.003961824154695250e+02 5.522113458721542578e-01 4.762538065279773438e+12 4.725316704375355469e+13 2.629927554795509277e+12 1.242724060597225253e+26
